event_type,qc_level,intensity,city,region_country,datetime_utc,reporter,description,query_year,query_month,queried_event
Gustnado,QC0+,F-Scale: IF2,Paris,"Île-de-France, France",16/12/2016 00:15 UTC,ESWD Management,"Short-lived event, limited damage reported.",2016,12,Gustnado
Gustnado,QC0+,F-Scale: IF1,Zurich,Switzerland,13/11/2004 02:53 UTC,ESWD Management,Event observed via satellite imagery.,2004,11,Gustnado
Hail,QC0+,F-Scale: IF2,Genova,"Liguria, Italy",30/06/2019 07:49 UTC,University Research Group,"Short-lived event, limited damage reported.",2019,06,Hail
Lightning,QC0+,N/A,Madrid,Spain,21/10/2014 15:27 UTC,Public Report,"Short-lived event, limited damage reported.",2014,10,Lightning
Precip,QC2,F-Scale: IF1,Rome,"Lazio, Italy",02/09/2009 15:19 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2009,09,Precip
Ice,QC0+,EF2,Vienna,Austria,03/09/2011 20:41 UTC,ESWD Management,Event observed via satellite imagery.,2011,09,Ice
Hail,QC2,F-Scale: IF0,Munich,"Bavaria, Germany",04/11/2016 18:16 UTC,Public Report,Weak event reported with minor impacts.,2016,11,Hail
Gustnado,QC0,EF1,Rota,"Andalucía, Spain",22/04/2010 23:54 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2010,04,Gustnado
Precip,QC0+,EF1,Rome,"Lazio, Italy",24/01/2006 01:48 UTC,Local Weather Service,Event observed via satellite imagery.,2006,01,Precip
Devil,QC0,F-Scale: IF1,Rota,"Andalucía, Spain",21/10/2022 20:42 UTC,Public Report,"Short-lived event, limited damage reported.",2022,10,Devil
Funnel,QC0,F-Scale: IF2,Vienna,Austria,21/07/2023 18:20 UTC,Meteorological Office,Damage to vegetation and light structures.,2023,07,Funnel
Lightning,QC2,EF0,Tel Aviv,"Tel Aviv District, Israel",31/12/2007 01:30 UTC,Local Weather Service,Event observed via satellite imagery.,2007,12,Lightning
Devil,QC2,F-Scale: IF0,Genova,"Liguria, Italy",27/03/2023 05:02 UTC,Storm Chaser Network,Strong winds caused structural damage.,2023,03,Devil
Precip,QC2,F-Scale: IF1,Madrid,Spain,06/08/2003 10:59 UTC,University Research Group,Damage to vegetation and light structures.,2003,08,Precip
Snow,QC0,N/A,Rota,"Andalucía, Spain",26/06/2001 00:23 UTC,University Research Group,Strong winds caused structural damage.,2001,06,Snow
Avalanche,QC0+,N/A,Rota,"Andalucía, Spain",02/10/2003 11:00 UTC,University Research Group,Strong winds caused structural damage.,2003,10,Avalanche
Tornado,QC0+,EF0,Genova,"Liguria, Italy",15/09/2003 23:28 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2003,09,Tornado
Lightning,QC0,EF2,Vienna,Austria,26/07/2002 21:31 UTC,Local Weather Service,Damage to vegetation and light structures.,2002,07,Lightning
Snow,QC1,N/A,Zurich,Switzerland,01/03/2005 17:12 UTC,Meteorological Office,Damage to vegetation and light structures.,2005,03,Snow
Gustnado,QC2,F-Scale: IF2,Genova,"Liguria, Italy",24/06/2024 05:02 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2024,06,Gustnado
Funnel,QC0,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",19/11/2007 09:51 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2007,11,Funnel
Avalanche,QC0,F-Scale: IF0,Madrid,Spain,01/07/2019 15:57 UTC,Public Report,Weak event reported with minor impacts.,2019,07,Avalanche
Avalanche,QC1,EF2,Munich,"Bavaria, Germany",07/01/2011 12:53 UTC,Meteorological Office,Weak event reported with minor impacts.,2011,01,Avalanche
Snow,QC0+,EF0,Madrid,Spain,03/05/2012 18:05 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2012,05,Snow
Funnel,QC1,EF1,Nagpur,"Maharashtra, India",11/07/2018 05:05 UTC,Local Weather Service,Damage to vegetation and light structures.,2018,07,Funnel
Snow,QC0+,N/A,Rota,"Andalucía, Spain",04/06/2016 10:35 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2016,06,Snow
Avalanche,QC2,F-Scale: IF0,Madrid,Spain,07/10/2001 21:20 UTC,Storm Chaser Network,Event observed via satellite imagery.,2001,10,Avalanche
Devil,QC1,N/A,Zurich,Switzerland,15/01/2025 15:42 UTC,ESWD Management,"Short-lived event, limited damage reported.",2025,01,Devil
Precip,QC0,F-Scale: IF0,Madrid,Spain,15/04/2008 04:17 UTC,Meteorological Office,Weak event reported with minor impacts.,2008,04,Precip
Funnel,QC0,EF1,Zurich,Switzerland,05/05/2011 18:02 UTC,Public Report,Strong winds caused structural damage.,2011,05,Funnel
Avalanche,QC0+,EF1,Munich,"Bavaria, Germany",08/08/2011 21:58 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2011,08,Avalanche
Devil,QC0+,EF1,Madrid,Spain,11/09/2008 12:54 UTC,University Research Group,Weak event reported with minor impacts.,2008,09,Devil
Hail,QC0,F-Scale: IF1,Munich,"Bavaria, Germany",12/11/2010 05:17 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2010,11,Hail
Tornado,QC1,EF0,Munich,"Bavaria, Germany",31/08/2007 17:48 UTC,Meteorological Office,Event observed via satellite imagery.,2007,08,Tornado
Avalanche,QC1,EF2,Nagpur,"Maharashtra, India",30/10/2018 04:27 UTC,University Research Group,"Short-lived event, limited damage reported.",2018,10,Avalanche
Hail,QC1,F-Scale: IF0,Nagpur,"Maharashtra, India",01/09/2004 10:34 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2004,09,Hail
Hail,QC1,N/A,Munich,"Bavaria, Germany",27/06/2017 05:20 UTC,Meteorological Office,Damage to vegetation and light structures.,2017,06,Hail
Avalanche,QC1,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",02/02/2018 07:49 UTC,Public Report,Strong winds caused structural damage.,2018,02,Avalanche
Gustnado,QC0,EF0,Munich,"Bavaria, Germany",06/08/2008 00:47 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2008,08,Gustnado
Hail,QC0,N/A,Munich,"Bavaria, Germany",13/01/2013 17:30 UTC,Local Weather Service,Strong winds caused structural damage.,2013,01,Hail
Funnel,QC0+,N/A,Vienna,Austria,30/10/2010 18:58 UTC,Meteorological Office,Damage to vegetation and light structures.,2010,10,Funnel
Gustnado,QC1,F-Scale: IF0,Paris,"Île-de-France, France",05/10/2002 22:59 UTC,Meteorological Office,Strong winds caused structural damage.,2002,10,Gustnado
Precip,QC0+,F-Scale: IF1,Rota,"Andalucía, Spain",25/01/2013 08:09 UTC,Local Weather Service,Damage to vegetation and light structures.,2013,01,Precip
Devil,QC1,EF2,Madrid,Spain,24/07/2011 20:02 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2011,07,Devil
Devil,QC0,EF2,Tel Aviv,"Tel Aviv District, Israel",01/08/2004 03:04 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2004,08,Devil
Lightning,QC0,EF1,Paris,"Île-de-France, France",20/07/2005 18:34 UTC,Local Weather Service,Event observed via satellite imagery.,2005,07,Lightning
Tornado,QC0+,F-Scale: IF1,Genova,"Liguria, Italy",17/11/2008 16:48 UTC,Storm Chaser Network,Strong winds caused structural damage.,2008,11,Tornado
Snow,QC0,EF2,Nagpur,"Maharashtra, India",04/10/2001 13:52 UTC,ESWD Management,Weak event reported with minor impacts.,2001,10,Snow
Tornado,QC2,F-Scale: IF0,Madrid,Spain,12/04/2022 11:10 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2022,04,Tornado
Hail,QC0,F-Scale: IF1,Madrid,Spain,11/07/2023 00:17 UTC,Local Weather Service,Weak event reported with minor impacts.,2023,07,Hail
Avalanche,QC2,F-Scale: IF0,Rome,"Lazio, Italy",14/10/2004 11:25 UTC,Public Report,Event observed via satellite imagery.,2004,10,Avalanche
Tornado,QC2,F-Scale: IF2,Madrid,Spain,02/08/2000 08:20 UTC,Storm Chaser Network,Strong winds caused structural damage.,2000,08,Tornado
Wind,QC0,EF2,Munich,"Bavaria, Germany",21/09/2012 20:20 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2012,09,Wind
Tornado,QC1,F-Scale: IF1,Nagpur,"Maharashtra, India",28/07/2017 12:33 UTC,ESWD Management,Weak event reported with minor impacts.,2017,07,Tornado
Ice,QC1,F-Scale: IF0,Rome,"Lazio, Italy",07/03/2003 04:12 UTC,Public Report,Damage to vegetation and light structures.,2003,03,Ice
Devil,QC2,F-Scale: IF2,Nagpur,"Maharashtra, India",22/10/2017 18:05 UTC,ESWD Management,"Short-lived event, limited damage reported.",2017,10,Devil
Gustnado,QC0+,F-Scale: IF1,Zurich,Switzerland,25/09/2008 05:49 UTC,Public Report,"Short-lived event, limited damage reported.",2008,09,Gustnado
Lightning,QC2,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",19/04/2003 08:11 UTC,Meteorological Office,Damage to vegetation and light structures.,2003,04,Lightning
Hail,QC0,EF2,Genova,"Liguria, Italy",20/02/2004 08:42 UTC,University Research Group,Strong winds caused structural damage.,2004,02,Hail
Ice,QC2,EF2,Tel Aviv,"Tel Aviv District, Israel",24/04/2023 18:17 UTC,ESWD Management,Damage to vegetation and light structures.,2023,04,Ice
Precip,QC2,EF0,Rota,"Andalucía, Spain",20/02/2015 08:06 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2015,02,Precip
Avalanche,QC0+,EF0,Madrid,Spain,21/04/2004 03:58 UTC,ESWD Management,Weak event reported with minor impacts.,2004,04,Avalanche
Devil,QC1,EF0,Rota,"Andalucía, Spain",03/05/2023 06:56 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2023,05,Devil
Funnel,QC2,F-Scale: IF0,Rota,"Andalucía, Spain",29/04/2017 05:15 UTC,Meteorological Office,Strong winds caused structural damage.,2017,04,Funnel
Devil,QC1,F-Scale: IF2,Genova,"Liguria, Italy",15/11/2007 07:27 UTC,Meteorological Office,Weak event reported with minor impacts.,2007,11,Devil
Hail,QC2,EF1,Madrid,Spain,06/09/2024 06:15 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2024,09,Hail
Precip,QC0+,EF1,Paris,"Île-de-France, France",15/01/2019 19:09 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2019,01,Precip
Ice,QC0+,F-Scale: IF2,Munich,"Bavaria, Germany",22/10/2001 03:57 UTC,Public Report,Weak event reported with minor impacts.,2001,10,Ice
Lightning,QC1,F-Scale: IF1,Paris,"Île-de-France, France",14/09/2008 11:41 UTC,Storm Chaser Network,Strong winds caused structural damage.,2008,09,Lightning
Lightning,QC0,F-Scale: IF1,Madrid,Spain,14/02/2006 13:54 UTC,Local Weather Service,Strong winds caused structural damage.,2006,02,Lightning
Snow,QC0,EF2,Rome,"Lazio, Italy",26/07/2005 01:49 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2005,07,Snow
Avalanche,QC1,EF1,Rome,"Lazio, Italy",17/02/2002 17:19 UTC,Public Report,Strong winds caused structural damage.,2002,02,Avalanche
Funnel,QC0+,F-Scale: IF0,Munich,"Bavaria, Germany",25/10/2012 19:35 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2012,10,Funnel
Ice,QC2,N/A,Rome,"Lazio, Italy",06/06/2007 13:45 UTC,Public Report,"Short-lived event, limited damage reported.",2007,06,Ice
Hail,QC2,F-Scale: IF0,Munich,"Bavaria, Germany",16/10/2024 21:54 UTC,Public Report,Damage to vegetation and light structures.,2024,10,Hail
Gustnado,QC2,EF2,Madrid,Spain,04/06/2016 19:46 UTC,Public Report,Event observed via satellite imagery.,2016,06,Gustnado
Gustnado,QC1,F-Scale: IF0,Vienna,Austria,11/05/2025 03:30 UTC,Public Report,Damage to vegetation and light structures.,2025,05,Gustnado
Tornado,QC0+,F-Scale: IF0,Rome,"Lazio, Italy",20/09/2008 05:58 UTC,Local Weather Service,Event observed via satellite imagery.,2008,09,Tornado
Ice,QC0,EF0,Tel Aviv,"Tel Aviv District, Israel",14/04/2019 13:47 UTC,Public Report,Strong winds caused structural damage.,2019,04,Ice
Avalanche,QC2,EF2,Madrid,Spain,20/03/2021 05:17 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2021,03,Avalanche
Hail,QC0+,F-Scale: IF2,Rota,"Andalucía, Spain",29/10/2019 05:56 UTC,Public Report,Strong winds caused structural damage.,2019,10,Hail
Devil,QC1,EF2,Madrid,Spain,19/11/2009 11:07 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2009,11,Devil
Gustnado,QC0,F-Scale: IF2,Madrid,Spain,13/10/2000 09:43 UTC,Storm Chaser Network,Strong winds caused structural damage.,2000,10,Gustnado
Funnel,QC2,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",26/05/2025 20:49 UTC,ESWD Management,"Short-lived event, limited damage reported.",2025,05,Funnel
Gustnado,QC0+,EF0,Zurich,Switzerland,03/02/2016 18:35 UTC,University Research Group,Damage to vegetation and light structures.,2016,02,Gustnado
Funnel,QC2,F-Scale: IF2,Madrid,Spain,25/02/2017 19:33 UTC,Storm Chaser Network,Strong winds caused structural damage.,2017,02,Funnel
Funnel,QC2,N/A,Nagpur,"Maharashtra, India",01/09/2000 19:10 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2000,09,Funnel
Precip,QC1,EF1,Tel Aviv,"Tel Aviv District, Israel",14/07/2008 18:02 UTC,Meteorological Office,Weak event reported with minor impacts.,2008,07,Precip
Ice,QC0+,F-Scale: IF1,Nagpur,"Maharashtra, India",24/12/2011 13:36 UTC,Public Report,Damage to vegetation and light structures.,2011,12,Ice
Lightning,QC0+,EF0,Munich,"Bavaria, Germany",26/10/2001 01:00 UTC,Local Weather Service,Weak event reported with minor impacts.,2001,10,Lightning
Avalanche,QC2,EF0,Madrid,Spain,24/06/2019 20:29 UTC,ESWD Management,Weak event reported with minor impacts.,2019,06,Avalanche
Funnel,QC0,F-Scale: IF0,Zurich,Switzerland,08/08/2022 06:53 UTC,University Research Group,Event observed via satellite imagery.,2022,08,Funnel
Tornado,QC0,EF0,Vienna,Austria,21/02/2001 01:38 UTC,Public Report,Weak event reported with minor impacts.,2001,02,Tornado
Tornado,QC0,N/A,Munich,"Bavaria, Germany",05/08/2003 10:00 UTC,University Research Group,Damage to vegetation and light structures.,2003,08,Tornado
Avalanche,QC0+,N/A,Paris,"Île-de-France, France",17/04/2018 06:02 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2018,04,Avalanche
Precip,QC1,F-Scale: IF1,Zurich,Switzerland,11/06/2006 01:43 UTC,University Research Group,Damage to vegetation and light structures.,2006,06,Precip
Ice,QC2,EF1,Rota,"Andalucía, Spain",20/03/2022 15:02 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2022,03,Ice
Gustnado,QC2,N/A,Rota,"Andalucía, Spain",21/02/2020 04:46 UTC,Storm Chaser Network,Strong winds caused structural damage.,2020,02,Gustnado
Gustnado,QC0,EF1,Rome,"Lazio, Italy",25/02/2006 11:45 UTC,ESWD Management,Strong winds caused structural damage.,2006,02,Gustnado
Wind,QC0+,EF1,Paris,"Île-de-France, France",31/03/2017 01:37 UTC,University Research Group,"Short-lived event, limited damage reported.",2017,03,Wind
Funnel,QC1,F-Scale: IF0,Munich,"Bavaria, Germany",07/01/2001 13:33 UTC,Local Weather Service,Event observed via satellite imagery.,2001,01,Funnel
Devil,QC0+,F-Scale: IF2,Paris,"Île-de-France, France",30/05/2010 03:02 UTC,Meteorological Office,Strong winds caused structural damage.,2010,05,Devil
Gustnado,QC0,EF0,Nagpur,"Maharashtra, India",19/06/2015 13:41 UTC,Public Report,Weak event reported with minor impacts.,2015,06,Gustnado
Wind,QC0,F-Scale: IF0,Rota,"Andalucía, Spain",11/03/2009 05:36 UTC,Public Report,Event observed via satellite imagery.,2009,03,Wind
Avalanche,QC2,F-Scale: IF1,Zurich,Switzerland,19/01/2005 07:28 UTC,Public Report,Strong winds caused structural damage.,2005,01,Avalanche
Snow,QC1,EF0,Tel Aviv,"Tel Aviv District, Israel",24/12/2020 16:55 UTC,ESWD Management,Event observed via satellite imagery.,2020,12,Snow
Devil,QC1,F-Scale: IF2,Paris,"Île-de-France, France",02/05/2003 22:47 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2003,05,Devil
Avalanche,QC0,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",18/12/2025 11:01 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2025,12,Avalanche
Lightning,QC1,F-Scale: IF2,Rota,"Andalucía, Spain",28/03/2004 14:43 UTC,ESWD Management,Event observed via satellite imagery.,2004,03,Lightning
Wind,QC2,EF0,Nagpur,"Maharashtra, India",22/03/2011 03:28 UTC,Public Report,Weak event reported with minor impacts.,2011,03,Wind
Gustnado,QC0+,F-Scale: IF1,Paris,"Île-de-France, France",31/05/2022 22:46 UTC,ESWD Management,Weak event reported with minor impacts.,2022,05,Gustnado
Gustnado,QC0+,F-Scale: IF0,Genova,"Liguria, Italy",18/01/2022 20:06 UTC,University Research Group,Event observed via satellite imagery.,2022,01,Gustnado
Ice,QC1,EF2,Madrid,Spain,01/11/2018 05:51 UTC,Storm Chaser Network,Strong winds caused structural damage.,2018,11,Ice
Precip,QC2,N/A,Rome,"Lazio, Italy",24/08/2019 07:58 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2019,08,Precip
Devil,QC1,EF0,Genova,"Liguria, Italy",11/02/2023 06:02 UTC,ESWD Management,Damage to vegetation and light structures.,2023,02,Devil
Devil,QC2,N/A,Rome,"Lazio, Italy",02/03/2020 00:46 UTC,University Research Group,"Short-lived event, limited damage reported.",2020,03,Devil
Lightning,QC0,EF0,Zurich,Switzerland,25/01/2018 23:14 UTC,Storm Chaser Network,Strong winds caused structural damage.,2018,01,Lightning
Avalanche,QC2,EF1,Zurich,Switzerland,09/04/2022 08:03 UTC,Local Weather Service,Weak event reported with minor impacts.,2022,04,Avalanche
Snow,QC0+,F-Scale: IF0,Rota,"Andalucía, Spain",14/11/2016 18:27 UTC,University Research Group,Event observed via satellite imagery.,2016,11,Snow
Gustnado,QC0+,F-Scale: IF0,Nagpur,"Maharashtra, India",01/09/2015 11:11 UTC,Storm Chaser Network,Strong winds caused structural damage.,2015,09,Gustnado
Precip,QC2,F-Scale: IF0,Vienna,Austria,31/08/2000 11:26 UTC,University Research Group,Damage to vegetation and light structures.,2000,08,Precip
Hail,QC0+,F-Scale: IF0,Rome,"Lazio, Italy",29/09/2006 02:29 UTC,Public Report,Event observed via satellite imagery.,2006,09,Hail
Snow,QC0,EF1,Rome,"Lazio, Italy",06/11/2017 15:35 UTC,Public Report,"Short-lived event, limited damage reported.",2017,11,Snow
Precip,QC1,N/A,Munich,"Bavaria, Germany",20/07/2010 14:40 UTC,Public Report,Weak event reported with minor impacts.,2010,07,Precip
Gustnado,QC0,EF1,Tel Aviv,"Tel Aviv District, Israel",11/09/2001 11:17 UTC,University Research Group,Strong winds caused structural damage.,2001,09,Gustnado
Devil,QC1,EF1,Madrid,Spain,06/06/2019 20:25 UTC,Meteorological Office,Strong winds caused structural damage.,2019,06,Devil
Gustnado,QC0,EF2,Munich,"Bavaria, Germany",24/02/2015 20:48 UTC,ESWD Management,Damage to vegetation and light structures.,2015,02,Gustnado
Snow,QC2,N/A,Paris,"Île-de-France, France",23/06/2024 17:19 UTC,ESWD Management,Strong winds caused structural damage.,2024,06,Snow
Precip,QC0+,F-Scale: IF1,Paris,"Île-de-France, France",10/02/2004 12:11 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2004,02,Precip
Wind,QC0+,F-Scale: IF0,Zurich,Switzerland,04/06/2021 06:41 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2021,06,Wind
Ice,QC0,EF2,Zurich,Switzerland,01/07/2003 20:57 UTC,University Research Group,Strong winds caused structural damage.,2003,07,Ice
Wind,QC2,EF1,Paris,"Île-de-France, France",15/11/2023 16:48 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2023,11,Wind
Tornado,QC0+,N/A,Zurich,Switzerland,09/09/2022 16:58 UTC,Local Weather Service,Damage to vegetation and light structures.,2022,09,Tornado
Lightning,QC0,N/A,Rome,"Lazio, Italy",18/10/2008 16:51 UTC,University Research Group,"Short-lived event, limited damage reported.",2008,10,Lightning
Snow,QC0+,EF2,Madrid,Spain,11/01/2000 13:36 UTC,University Research Group,Event observed via satellite imagery.,2000,01,Snow
Snow,QC1,N/A,Rota,"Andalucía, Spain",30/01/2012 01:01 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2012,01,Snow
Tornado,QC0,F-Scale: IF0,Vienna,Austria,25/06/2020 19:25 UTC,University Research Group,Weak event reported with minor impacts.,2020,06,Tornado
